City,Price,Day,Room Type,Shared Room,Private Room,Person Capacity,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center _km_,Metro Distance _km_,Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index
Amsterdam,233.6372,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,6,20,1,8.145,0.6884,57.8932,3.0655,74.2262,5.1722
Amsterdam,233.6372,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,6,20,1,8.145,0.6884,57.8932,3.0652,74.2263,6.4707
Athens,69.599,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,20,1,4.157,0.6596,41.0263,1.5469,60.8081,4.5658
Athens,69.599,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,20,1,4.157,0.6596,41.0263,1.5458,60.8081,0.9081
Athens,63.7405,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,20,1,4.5603,0.8417,37.2715,1.4043,56.1602,0.8387
Barcelona,451.5093,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,2,20,1,1.5998,0.4904,360.4633,12.2852,1004.1161,22.1037
Barcelona,159.6574,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,2,20,0,3.2365,1.3928,223.3704,7.6128,482.5115,10.6216
Barcelona,601.159,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,2,20,1,1.4891,0.1803,358.9092,13.8579,876.038,19.2436
Barcelona,451.5093,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,2,20,1,1.5998,0.4904,360.4658,13.918,1004.133,22.0574
Barcelona,159.6574,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,2,20,0,3.2365,1.3928,223.3696,8.6246,482.5084,10.5991
Berlin,487.0524,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,20,1,1.1254,0.357,337.1876,51.4109,410.8064,84.7055
Budapest,208.911,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,2,20,1,5.1749,2.1212,65.3402,3.8965,98.3595,7.4481
Budapest,104.573,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,2,20,1,2.0722,0.5461,132.6803,7.9123,259.7322,19.6677
Budapest,347.7934,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,20,0,2.8352,0.2493,121.4011,7.2397,178.5675,13.5217
Budapest,104.573,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,2,20,1,2.0722,0.5461,132.6805,7.9189,259.733,22.7053
Budapest,208.676,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,2,20,1,5.1749,2.1212,65.34,3.8998,98.3593,8.5984
Budapest,347.7934,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,20,0,2.8352,0.2493,121.401,7.2457,178.5673,15.61
Lisbon,199.3433,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,6,20,1,2.0318,0.0837,126.7358,4.1841,387.8005,17.3439
Lisbon,211.773,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,6,20,1,2.0318,0.0837,126.7354,4.1801,387.7968,21.7952
Paris,414.9967,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,6,20,2,0.8296,0.0638,540.7992,26.3259,1318.1722,77.4552
Paris,425.7154,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,6,20,1,1.1048,0.0642,679.009,33.0539,1347.0674,79.1531
Paris,312.7039,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,20,0,5.1925,0.0622,358.7139,17.4621,664.6918,39.057
Paris,206.4498,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,2,20,1,3.234,0.2754,316.9592,15.4295,718.6122,42.2253
Paris,244.897,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,20,1,4.9479,0.3774,365.3867,17.7869,579.346,34.0421
Paris,290.8006,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,20,0,3.6777,0.1339,300.9255,14.649,643.3526,37.8031
Paris,414.7637,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,6,20,2,0.8297,0.0637,540.7967,26.2963,1318.1594,60.8098
Paris,388.6662,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,6,20,1,1.1048,0.0642,679.0076,33.0168,1347.0669,62.1433
Paris,206.4498,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,2,20,1,3.234,0.2754,316.9595,15.4122,718.613,33.1513
Paris,269.5964,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,20,1,4.9479,0.3774,365.3864,17.7669,579.3469,26.7266
Paris,312.9369,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,20,0,5.1925,0.0622,358.7152,17.4426,664.6957,30.664
Paris,290.8006,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,20,0,3.6777,0.1339,300.9273,14.6326,643.3564,29.6795
Rome,299.7218,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,2,20,0,2.2606,0.5466,657.1611,14.5628,1619.307,35.2569
Rome,143.0809,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,2,20,1,0.4101,0.3862,404.104,8.955,1080.5278,23.5261
Rome,96.79,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,6,20,1,0.8347,0.6296,460.2935,10.2002,1288.3207,28.0504
Rome,92.1142,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,2,20,1,1.6807,0.4418,263.5279,5.8398,717.9291,15.6313
Rome,46.0571,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,2,20,3,4.8835,0.6123,133.6857,2.9625,392.012,8.5352
Rome,299.7218,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,2,20,0,2.2606,0.5466,657.1595,14.5597,1619.3072,35.2808
Rome,97.0238,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,6,20,1,0.8347,0.6296,460.2861,10.1978,1288.3289,28.0696
Rome,92.348,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,2,20,1,1.6806,0.4419,263.5292,5.8386,717.9324,15.642
Athens,81.0817,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,40,2,0.646,0.6144,373.8342,14.0951,421.7772,31.6696
Athens,92.7987,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,4,40,1,2.1708,0.4194,83.2813,3.1401,124.2277,9.3278
Athens,81.0817,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,40,2,0.646,0.6145,373.8359,14.0853,421.7574,6.2985
Athens,92.7987,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,4,40,1,2.1708,0.4194,83.2817,3.1379,124.2284,1.8552
Barcelona,231.3403,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,4,40,1,5.6945,0.7478,142.2853,4.8493,256.1584,5.6388
Barcelona,231.3403,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,4,40,1,5.6945,0.7478,142.2855,5.4938,256.1592,5.627
Berlin,150.7432,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,4,40,1,3.6822,0.3243,75.2609,11.475,110.1677,22.7158
Berlin,162.4287,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,10,40,1,5.4503,0.1702,73.4345,11.1965,98.3541,20.2799
Berlin,150.7432,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,4,40,1,3.6822,0.3243,75.2609,11.4713,110.1677,23.3081
Berlin,162.195,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,10,40,1,5.4503,0.1702,73.4343,11.1929,98.3541,20.8087
Lisbon,179.878,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,6,40,1,4.8866,0.455,67.9825,2.2444,159.8693,7.15
Lisbon,156.8949,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,6,40,1,3.4513,0.349,86.7533,2.8641,222.1962,9.9374
Lisbon,164.8687,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,6,40,1,0.8355,0.5645,232.1658,7.6648,746.5907,33.3903
Lisbon,118.1989,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,3,40,1,1.9626,0.5231,124.6283,4.1145,364.8784,16.3187
Lisbon,156.1914,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,6,40,1,3.4513,0.349,86.7531,2.8614,222.1952,12.488
Lisbon,158.5366,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,6,40,1,0.8355,0.5645,232.1639,7.6575,746.5902,41.9603
Lisbon,117.9644,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,3,40,1,1.9625,0.5231,124.6291,4.1107,364.8802,20.5072
Paris,261.441,Weekday,Private room,FALSE,TRUE,2,TRUE,1,0,4,40,1,4.3581,0.244,292.5843,14.2429,595.3231,34.9809
Paris,209.013,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,40,0,3.9841,0.1878,380.2395,18.5099,704.6279,41.4036
Paris,312.9369,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,2,40,0,1.7427,0.134,300.8096,14.6433,819.8507,48.174
Paris,424.3173,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,40,0,1.5275,0.0714,321.8752,15.6688,832.3263,48.9071
Paris,391.4624,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,6,40,1,2.649,0.3287,273.0831,13.2936,632.7733,37.1815
Paris,261.441,Weekend,Private room,FALSE,TRUE,2,TRUE,1,0,4,40,1,4.3581,0.244,292.5848,14.227,595.3235,27.4637
Paris,209.013,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,2,40,0,3.9841,0.1878,380.2409,18.4892,704.6266,32.5061
Paris,312.9369,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,2,40,0,1.7427,0.134,300.8106,14.6269,819.8519,37.8217
Paris,468.1238,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,40,0,1.5275,0.0714,321.8759,15.6512,832.3282,38.3972
Paris,331.578,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,6,40,1,2.649,0.3287,273.0852,13.2788,632.7758,29.1914
Rome,143.0809,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,5,40,1,1.1226,0.5833,525.5786,11.6469,1259.5407,27.4237
Rome,143.5485,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,5,40,1,1.1225,0.5832,525.582,11.6445,1259.5435,27.4424
Lisbon,117.9644,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,3,44,1,2.007,0.3948,122.6113,4.0479,343.8601,15.3787
Lisbon,127.3452,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,3,44,1,2.007,0.3948,122.6117,4.0441,343.8625,19.326
Amsterdam,528.4372,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,4,47,1,3.8097,0.4177,122.9404,6.5098,152.9705,10.6592
Amsterdam,624.5167,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,4,47,1,3.8097,0.4177,122.9408,6.5092,152.9711,13.3354
Lisbon,112.5704,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,5,47,1,2.1885,0.5106,116.4041,3.843,295.9839,13.2375
Lisbon,112.1013,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,5,47,1,2.1885,0.5106,116.4033,3.8394,295.982,16.635
Budapest,124.5476,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,5,50,1,4.2298,0.3771,67.4044,4.0196,119.0577,9.0154
Budapest,172.7217,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,6,50,1,0.4376,0.2588,400.3393,23.8741,849.2483,64.3077
Lisbon,107.6454,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,8,50,1,1.259,0.1166,175.282,5.7868,480.4916,21.4894
Lisbon,107.6454,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,8,50,1,1.259,0.1166,175.2818,5.7814,480.5006,27.0054
Paris,355.5783,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,6,50,0,2.5531,0.1873,553.954,26.9663,1136.3474,66.7712
Paris,373.9864,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,6,50,0,2.5531,0.1873,553.9564,26.9362,1136.3475,52.4224
Rome,141.2106,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,7,50,1,1.4335,0.5393,545.1712,12.0785,1027.1488,22.3791
Barcelona,337.9338,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,7,53,1,1.0861,0.2765,683.63,23.2992,1577.1969,34.719
Lisbon,251.8762,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,53,1,0.4423,0.4274,381.5109,12.5953,1436.2239,64.2333
Lisbon,112.5704,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,6,53,1,1.1612,0.5075,193.3289,6.3826,630.9699,28.2193
Lisbon,262.6642,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,53,1,0.4423,0.4274,381.5085,12.5834,1436.2165,80.7192
Lisbon,135.0844,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,6,53,1,1.1612,0.5075,193.3286,6.3766,630.9689,35.4621
Rome,198.7235,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,56,1,2.7106,1.5008,784.8728,17.3929,2342.727,51.0078
Rome,199.1911,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,9,56,1,2.7106,1.5008,784.8706,17.3892,2342.7467,51.0428
Athens,115.9984,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,8,57,1,5.2709,0.1108,32.6171,1.2298,48.4928,3.6411
Athens,123.966,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,8,57,1,5.2709,0.1109,32.6172,1.2289,48.493,0.7242
Amsterdam,378.6938,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,10,60,1,0.5567,0.4978,439.9952,23.298,650.3726,45.3189
Amsterdam,209.0315,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,6,60,1,8.0695,0.4334,59.1044,3.1296,77.6145,5.4083
Amsterdam,426.0305,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,10,60,1,2.2868,0.4596,277.9712,14.7173,343.7115,29.9634
Amsterdam,209.0315,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,6,60,1,8.0695,0.4334,59.1047,3.1293,77.6151,6.7662
Athens,104.2814,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,7,60,1,2.8351,0.5015,56.111,2.1156,82.8679,6.2222
Athens,75.2232,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,6,60,1,3.66,0.436,47.1712,1.7786,63.1484,4.7416
Athens,78.7383,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,8,60,1,2.4251,0.4772,73.2861,2.7632,107.933,8.1043
Athens,103.1097,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,10,60,1,1.5148,0.0718,199.9643,7.5395,243.3398,18.2714
Athens,118.1075,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,6,60,0,1.6727,0.4605,163.5119,6.1651,227.6713,17.0949
Athens,103.1097,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,10,60,1,1.5148,0.0718,199.9658,7.5343,243.3426,3.6341
Athens,104.2814,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,7,60,1,2.8351,0.5015,56.1111,2.1141,82.868,1.2375
Athens,75.2232,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,6,60,1,3.66,0.436,47.1711,1.7773,63.1486,0.9431
Athens,90.4553,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,8,60,1,2.425,0.4772,73.2864,2.7613,107.9335,1.6119
Barcelona,239.7189,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,10,60,1,1.3266,0.5039,412.7729,14.068,1268.0349,27.9134
Barcelona,136.3837,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,2,60,1,0.3749,0.3547,752.2874,25.6392,1583.3991,34.8555
Barcelona,196.6626,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,6,60,1,0.7638,0.3444,589.973,20.1072,1230.203,27.0806
Barcelona,171.2942,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,4,60,1,1.7766,0.5297,477.8575,16.2862,669.7878,14.7441
Barcelona,185.2585,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,8,60,1,1.2359,0.4265,394.0964,13.4314,1040.4939,22.9045
Barcelona,314.6601,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,7,60,1,1.5833,0.4584,459.4519,15.6589,1006.9591,22.1663
Barcelona,69.5883,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,9,60,1,4.0358,0.3404,205.8356,7.0152,341.7044,7.522
Barcelona,185.2585,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,2,60,1,2.2661,0.3874,290.5262,9.9016,627.5226,13.8137
Barcelona,136.3837,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,2,60,1,0.375,0.3546,752.3017,29.0472,1583.4406,34.7829
Barcelona,196.6626,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,6,60,1,0.7638,0.3444,589.978,22.7797,1230.2035,27.0234
Barcelona,194.3352,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,4,60,1,1.7766,0.5297,477.8676,18.451,669.7875,14.713
Barcelona,314.6601,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,7,60,1,1.5833,0.4584,459.4557,17.7401,1006.9538,22.1194
Barcelona,185.2585,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,2,60,1,2.2661,0.3874,290.5267,11.2176,627.5214,13.7845
Berlin,299.1493,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,6,60,1,8.9197,0.1392,60.2138,9.1808,92.85,19.145
Berlin,405.9549,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,6,60,1,5.0145,0.0261,146.448,22.3289,205.3605,42.3439
Berlin,252.6409,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,10,60,1,5.3648,0.439,127.2635,19.4038,191.9808,39.5851
Berlin,90.4459,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,7,60,1,11.4705,0.2865,37.7771,5.7599,51.005,10.5169
Berlin,299.1493,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,6,60,1,8.9197,0.1392,60.214,9.1778,92.8504,19.6443
Berlin,405.7212,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,6,60,1,5.0145,0.0261,146.4477,22.3216,205.3609,43.4481
Berlin,252.6409,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,10,60,1,5.3648,0.439,127.2633,19.3976,191.9809,40.6173
Berlin,90.4459,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,7,60,1,11.4705,0.2865,37.7771,5.758,51.0049,10.7911
Budapest,156.507,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,2,60,1,1.8329,0.1242,135.2255,8.0641,301.9721,22.8663
Budapest,147.3422,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,4,60,0,2.4552,0.5524,102.7913,6.1299,206.5528,15.6408
Budapest,147.3422,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,4,60,0,2.4552,0.5524,102.7912,6.135,206.5526,18.0564
Budapest,303.6142,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,8,60,1,0.2695,0.2147,598.1069,35.6974,1143.9298,100
Budapest,141.2323,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,2,60,1,1.8329,0.1242,135.2254,8.0708,301.9719,26.3978
Lisbon,156.8949,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,60,0,0.8981,0.4972,399.2362,13.1805,750.4375,33.5624
Lisbon,163.6961,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,60,0,2.5995,1.9922,106.7292,3.5236,271.1669,12.1276
Lisbon,217.167,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,6,60,1,0.2726,0.2213,464.2976,15.3285,1305.5458,58.3889
Lisbon,133.4428,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,8,60,1,2.3486,0.4544,110.6579,3.6533,283.4962,12.679
Lisbon,110.2251,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,8,60,1,2.2077,0.36,115.2208,3.8039,302.9634,13.5497
Lisbon,114.212,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,10,60,1,2.318,0.2526,111.3039,3.6746,298.6405,13.3563
Lisbon,96.3884,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,8,60,1,2.9863,0.2488,94.6807,3.1258,240.9937,10.7781
Lisbon,100.8443,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,7,60,1,6.4831,1.0477,117.896,3.8923,116.5326,5.2118
Lisbon,159.0056,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,7,60,1,1.2435,0.4379,186.8376,6.1683,586.4813,26.2296
Lisbon,217.167,Weekday,Private room,FALSE,TRUE,2,FALSE,0,0,6,60,1,3.0455,0.3411,93.1748,3.0761,233.0377,10.4223
Lisbon,164.8687,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,6,60,1,0.7712,0.678,256.0963,8.4548,790.5294,35.3554
Lisbon,182.4578,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,10,60,1,0.1607,0.1632,464.9193,15.349,1431.1632,64.007
Lisbon,163.6961,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,6,60,0,2.3637,1.799,112.4784,3.7134,297.9239,13.3243
Lisbon,189.2589,Weekday,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,60,1,1.0051,0.2229,198.2635,6.5455,568.5302,25.4268
Lisbon,120.5441,Weekday,Private room,FALSE,TRUE,2,FALSE,0,1,10,60,1,1.0842,0.0691,196.4384,6.4853,585.3244,26.1779
Lisbon,163.227,Weekend,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,60,0,2.5995,1.9922,106.7289,3.5203,271.1641,15.2401
Lisbon,216.4634,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,6,60,1,0.2726,0.2213,464.304,15.3143,1305.5409,73.3749
Lisbon,132.9737,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,8,60,1,2.3486,0.4544,110.6582,3.6499,283.4971,15.9333
Lisbon,109.7561,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,8,60,1,2.2077,0.36,115.2203,3.8003,302.9613,17.0272
Lisbon,113.743,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,10,60,1,2.318,0.2526,111.3045,3.6712,298.6414,16.7844
Lisbon,158.3021,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,7,60,1,1.2435,0.4379,186.8335,6.1624,586.4738,32.9614
Lisbon,80.9099,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,8,60,1,2.5583,0.172,104.3433,3.4416,302.4998,17.0013
Lisbon,216.4634,Weekend,Private room,FALSE,TRUE,2,FALSE,0,0,6,60,1,3.0455,0.3411,93.1747,3.0732,233.0374,13.0973
Lisbon,158.5366,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,6,60,1,0.7712,0.6781,256.1031,8.4471,790.5117,44.4289
Lisbon,181.5197,Weekend,Private room,FALSE,TRUE,2,FALSE,1,0,10,60,1,0.1607,0.1632,464.9322,15.335,1431.1675,80.4354
Lisbon,255.6285,Weekend,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,60,1,1.0052,0.2229,198.2626,6.5393,568.527,31.9527
Lisbon,146.8105,Weekend,Private room,FALSE,TRUE,2,FALSE,0,1,7,60,0,2.4291,0.3207,119.0845,3.9278,358.1809,20.1307
Paris,377.4816,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,60,0,0.4429,0.1449,669.1979,32.5763,1357.6815,79.7767
Paris,377.4816,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,8,60,0,0.4783,0.1228,676.8524,32.9489,1364.1843,80.1588
Paris,339.5004,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,8,60,0,0.8408,0.2028,470.2028,22.8893,1125.1289,66.1121
Paris,158.4491,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,5,60,1,1.8493,0.103,469.5229,22.8562,1337.5987,78.5967
Paris,391.2294,Weekday,Private room,FALSE,TRUE,2,FALSE,1,0,10,60,1,1.449,0.0118,785.934,38.259,1441.8314,84.7213
Paris,321.7914,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,7,60,0,2.9267,0.0996,450.7951,21.9446,1007.3572,59.1918
Paris,336.0052,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,6,60,0,2.9099,0.0659,456.5985,22.2271,1039.4479,61.0775
Paris,310.6068,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,7,60,1,2.124,0.0934,729.973,35.5348,980.5661,57.6176
Paris,443.8904,Weekday,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,60,0,0.5381,0.0376,561.4717,27.3323,1075.426,63.1915
